index,First Author,Title,Year,Citations
1688,"Clevenger, Kimberly A.","Accelerometer-based assessment of physical activity within the Fun For
   Wellness online behavioral intervention: protocol for a feasibility
   study",2019,6
1691,"Boelen, Paul A.","Family Empowerment (FAME): study protocol for a pilot implementation and
   evaluation of a preventive multi-family programme for asylum-seeker
   families",2019,6
1701,"Barter, Christine","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
1731,"Batterham, Alan","Supporting the transition from weight loss to maintenance: development
   and optimisation of a face-to-face behavioural intervention component",2017,6
1844,"Moriarity, Daniel P.   P.","Social Safety Theory: Conceptual foundation, underlying mechanisms, and
   future directions",2023,6
1856,"Kamdar, Nipa","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
1886,"Welsh, Charlotte","Enhancing the Behaviour Change Wheel with synthesis, stakeholder
   involvement and decision-making: a case example using the `Enhancing the
   Quality of Psychological Interventions Delivered by Telephone' (EQUITy)
   research programme",2021,6
1896,"Park, Crystal L.","Internalized weight stigma and intuitive eating among stressed adults
   during a mindful yoga intervention: associations with changes in
   mindfulness and self-compassion",2021,6
1904,"Alvarado-Martinez, Cynthia G.","Open Trial of the Parent Behavior Change Intervention (PBC-I): Study
   Protocol",2020,6
1907,"Himmeger, Marla","Establishing cross-systems collaborations for implementation: protocol
   for a longitudinal mixed methods study",2020,6
1932,"Findlay, Gail","The long-term health and wellbeing impacts of Healthy New Towns (HNTs):
   protocol for a baseline and feasibility study of HNT demonstrator sites
   in England",2020,6
1961,"Elbourne, Diana","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
2074,"Alley, Jenna C. C.","Social Safety Theory: Conceptual foundation, underlying mechanisms, and
   future directions",2023,6
2084,"Vanneman,   Megan E.","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2121,"Schifano, Elizabeth","Internalized weight stigma and intuitive eating among stressed adults
   during a mindful yoga intervention: associations with changes in
   mindfulness and self-compassion",2021,6
2126,"Hilmoe, Heather E.","Open Trial of the Parent Behavior Change Intervention (PBC-I): Study
   Protocol",2020,6
2129,"Saldana, Lisa","Establishing cross-systems collaborations for implementation: protocol
   for a longitudinal mixed methods study",2020,6
2144,"Patterson, Aaron","Training attention control of very preterm infants: protocol for a
   feasibility study of the Attention Control Training (ACT)",2020,6
2150,"Harden, Angela","The long-term health and wellbeing impacts of Healthy New Towns (HNTs):
   protocol for a baseline and feasibility study of HNT demonstrator sites
   in England",2020,6
2158,"Simpson, Alan","Rethinking Strategies for Positive Newborn Screening Result (NBS plus )
   Delivery (ReSPoND): a process evaluation of co-designing interventions
   to minimise impact on parental emotional well-being and stress",2019,6
2167,"Dietz, Samantha","Accelerometer-based assessment of physical activity within the Fun For
   Wellness online behavioral intervention: protocol for a feasibility
   study",2019,6
2198,"Gellert, Paul","Supporting the transition from weight loss to maintenance: development
   and optimisation of a face-to-face behavioural intervention component",2017,6
2268,"Lopoo, Leonard M.","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2289,"Ardern, Kerry","Enhancing the Behaviour Change Wheel with synthesis, stakeholder
   involvement and decision-making: a case example using the `Enhancing the
   Quality of Psychological Interventions Delivered by Telephone' (EQUITy)
   research programme",2021,6
2296,"Abrantes, Ana M.","Internalized weight stigma and intuitive eating among stressed adults
   during a mindful yoga intervention: associations with changes in
   mindfulness and self-compassion",2021,6
2301,"Tran, Melanie","Open Trial of the Parent Behavior Change Intervention (PBC-I): Study
   Protocol",2020,6
2327,"Ulph, Fiona","Rethinking Strategies for Positive Newborn Screening Result (NBS plus )
   Delivery (ReSPoND): a process evaluation of co-designing interventions
   to minimise impact on parental emotional well-being and stress",2019,6
2334,"Prilleltensky, Ora","Accelerometer-based assessment of physical activity within the Fun For
   Wellness online behavioral intervention: protocol for a feasibility
   study",2019,6
2343,"Melendez-Torres, G. J.","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
2361,"Hill, Moira","Supporting the transition from weight loss to maintenance: development
   and optimisation of a face-to-face behavioural intervention component",2017,6
2411,"Patnaik, Hannah","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2434,"Lazar, Sara W.","Internalized weight stigma and intuitive eating among stressed adults
   during a mindful yoga intervention: associations with changes in
   mindfulness and self-compassion",2021,6
2438,"Harvey, Allison G.","Open Trial of the Parent Behavior Change Intervention (PBC-I): Study
   Protocol",2020,6
2462,"Southern, Kevin","Rethinking Strategies for Positive Newborn Screening Result (NBS plus )
   Delivery (ReSPoND): a process evaluation of co-designing interventions
   to minimise impact on parental emotional well-being and stress",2019,6
2467,"McMahon, Adam","Accelerometer-based assessment of physical activity within the Fun For
   Wellness online behavioral intervention: protocol for a feasibility
   study",2019,6
2531,"Yoon, Jean","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2573,"Brincks, Ahnalee M.","Accelerometer-based assessment of physical activity within the Fun For
   Wellness online behavioral intervention: protocol for a feasibility
   study",2019,6
2578,"Reyes, H. Luz Mc Naughton","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
2594,"Scott, Dawn","Supporting the transition from weight loss to maintenance: development
   and optimisation of a face-to-face behavioural intervention component",2017,6
2625,"Armstrong, Nicholas","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2658,"Sturgess, Joanna","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
2691,"Greene, Ashley L.","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2717,"Taylor, Bruce","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
2744,"Cantor, Gilly","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2764,"Young, Honor","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
2784,"Wrobleski, Joseph","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2798,"Campbell,   Rona","Protocol for pilot cluster RCT of project respect: a school-based
   intervention to prevent dating and relationship violence and address
   health inequalities among young people",2019,6
2810,"Young, Erin","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2833,"Goldsmith, Matthew","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2852,"Seim,   Richard W.","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
2868,"Goodman, Marianne","Partnered implementation of the veteran sponsorship initiative: protocol
   for a randomized hybrid type 2 effectiveness - implementation trial",2022,6
65,"von Klinggraeff, L.","Early-stage studies to larger-scale trials: investigators' perspectives
   on scaling-up childhood obesity interventions",2022,5
74,"Field, Matt","Translation of Findings From Laboratory Studies of Food and Alcohol
   Intake into Behavior Change Interventions: The Experimental Medicine
   Approach",2021,5
78,"Gilchrist, Elizabeth","Using the Behaviour Change Wheel to design an intervention for partner
   abusive men in drug and alcohol treatment",2021,5
87,"Asrat, Biksegn","Acceptability and feasibility of peer-administered group interpersonal
   therapy for depression for people living with HIV/AIDS-a pilot study in
   Northwest Ethiopia",2021,5
90,"Taubner, Svenja","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
91,"Maddah, Diana","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
96,"Choi, Hyoungshim","Implementation fidelity of the Systems for Person-Centered Elder Care
   (SPEC): a process evaluation study",2021,5
97,"Treichler, Emily B. H.","Skills-based intervention to enhance collaborative decision-making:
   systematic adaptation and open trial protocol for veterans with
   psychosis",2021,5
111,"Murphy, Suzanne","Evaluating `Enhancing Pragmatic Language skills for Young children with
   Social communication impairments' (E-PLAYS): a feasibility
   cluster-randomised controlled trial",2021,5
171,"Kimiecik, Jay","Moving adolescents for a lifetime of physical activity: shifting to
   interventions aligned with the third health revolution",2020,5
201,"Blanton, Sarah","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
249,"Hirano, Mari","Designing behavioral self-regulation application for preventive personal
   mental healthcare",2017,5
370,"Hanbury, A.","Multiple outcome measures and mixed methods for evaluating the
   effectiveness of theory-based behaviour-change interventions: A case
   study targeting health professionals' adoption of a national suicide
   prevention guideline",2011,5
488,"Christiansen, Paul","Translation of Findings From Laboratory Studies of Food and Alcohol
   Intake into Behavior Change Interventions: The Experimental Medicine
   Approach",2021,5
492,"Johnson, Amy","Using the Behaviour Change Wheel to design an intervention for partner
   abusive men in drug and alcohol treatment",2021,5
504,"Hauschild, Sophie","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
505,"Saab, Youssra","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
510,"Jung, Young-il","Implementation fidelity of the Systems for Person-Centered Elder Care
   (SPEC): a process evaluation study",2021,5
513,"Jackson, Cath","A behaviour change intervention to reduce home exposure to second hand
   smoke during pregnancy in India and Bangladesh: a theory and
   evidence-based approach to development",2021,5
525,"Joffe, Victoria","Evaluating `Enhancing Pragmatic Language skills for Young children with
   Social communication impairments' (E-PLAYS): a feasibility
   cluster-randomised controlled trial",2021,5
584,"Horn, Thelma","Moving adolescents for a lifetime of physical activity: shifting to
   interventions aligned with the third health revolution",2020,5
614,"Clark, Patricia C.","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
628,"Appelhans, Bradley M.","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
660,"Ogura, Kanako","Designing behavioral self-regulation application for preventive personal
   mental healthcare",2017,5
885,"Okely, A. D.","Early-stage studies to larger-scale trials: investigators' perspectives
   on scaling-up childhood obesity interventions",2022,5
892,"Hardman, Charlotte A.","Translation of Findings From Laboratory Studies of Food and Alcohol
   Intake into Behavior Change Interventions: The Experimental Medicine
   Approach",2021,5
896,"McMurran, Mary","Using the Behaviour Change Wheel to design an intervention for partner
   abusive men in drug and alcohol treatment",2021,5
905,"Ambaw, Fentie","Acceptability and feasibility of peer-administered group interpersonal
   therapy for depression for people living with HIV/AIDS-a pilot study in
   Northwest Ethiopia",2021,5
908,"Kasper, Lea","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
909,"Safadi, Hani","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
914,"Kim, Hongsoo","Implementation fidelity of the Systems for Person-Centered Elder Care
   (SPEC): a process evaluation study",2021,5
915,"Spaulding, William D.","Skills-based intervention to enhance collaborative decision-making:
   systematic adaptation and open trial protocol for veterans with
   psychosis",2021,5
917,"Siddiqi, Kamran","A behaviour change intervention to reduce home exposure to second hand
   smoke during pregnancy in India and Bangladesh: a theory and
   evidence-based approach to development",2021,5
986,"Newman, Tarkington J.","Moving adolescents for a lifetime of physical activity: shifting to
   interventions aligned with the third health revolution",2020,5
1007,"Messer, David","Evaluating `enhancing pragmatic language skills for young children with
   social communication impairments' (E-PLAYS): protocol for a feasibility
   randomised controlled trial study",2019,5
1015,"Lyles, Robert H.","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
1029,"Ventrelle, Jennifer","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
1058,"Kitahara, Mizuho","Designing behavioral self-regulation application for preventive personal
   mental healthcare",2017,5
1169,"Clark, M.","Multiple outcome measures and mixed methods for evaluating the
   effectiveness of theory-based behaviour-change interventions: A case
   study targeting health professionals' adoption of a national suicide
   prevention guideline",2011,5
1245,"Huque, Rumana","Muslim Communities Learning About Second-hand Smoke in Bangladesh
   (MCLASS II): a combined evidence and theory-based plus partnership
   intervention development approach",2022,5
1258,"Lubans, D.","Early-stage studies to larger-scale trials: investigators' perspectives
   on scaling-up childhood obesity interventions",2022,5
1265,"Haynes,   Ashleigh","Translation of Findings From Laboratory Studies of Food and Alcohol
   Intake into Behavior Change Interventions: The Experimental Medicine
   Approach",2021,5
1269,"Stephens-Lewis, Danielle","Using the Behaviour Change Wheel to design an intervention for partner
   abusive men in drug and alcohol treatment",2021,5
1277,"Schneider,   Marguerite","Acceptability and feasibility of peer-administered group interpersonal
   therapy for depression for people living with HIV/AIDS-a pilot study in
   Northwest Ethiopia",2021,5
1280,"Kaess, Michael","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
1281,"Farraj, Nermine Abi","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
1286,"Thomas, Michael L.","Skills-based intervention to enhance collaborative decision-making:
   systematic adaptation and open trial protocol for veterans with
   psychosis",2021,5
1349,"Kimiecik,   Carlyn M.","Moving adolescents for a lifetime of physical activity: shifting to
   interventions aligned with the third health revolution",2020,5
1368,"Crafter, Sarah","Evaluating `enhancing pragmatic language skills for young children with
   social communication impairments' (E-PLAYS): protocol for a feasibility
   randomised controlled trial study",2019,5
1375,"Cotsonis,   George","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
1387,"Karavolos, Kelly","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
1414,"Sakamoto,   Daisuke","Designing behavioral self-regulation application for preventive personal
   mental healthcare",2017,5
1590,"Jago, R.","Early-stage studies to larger-scale trials: investigators' perspectives
   on scaling-up childhood obesity interventions",2022,5
1596,"Jones, Andrew","Translation of Findings From Laboratory Studies of Food and Alcohol
   Intake into Behavior Change Interventions: The Experimental Medicine
   Approach",2021,5
1600,"Kirkpatrick, Sara","Using the Behaviour Change Wheel to design an intervention for partner
   abusive men in drug and alcohol treatment",2021,5
1606,"Hanlon, Charlotte","Posttraumatic stress disorder intervention for people with severe mental
   illness in a low-income country primary care setting: a randomized
   feasibility trial protocol",2021,5
1609,"Sobanski, Esther","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
1610,"Hassan, Zeinab","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
1615,"Salyers, Michelle P.","Skills-based intervention to enhance collaborative decision-making:
   systematic adaptation and open trial protocol for veterans with
   psychosis",2021,5
1618,"Papageorgiou, Kostas A.","Very preterm infants engage in an intervention to train their control of
   attention: results from the feasibility study of the Attention Control
   Training (ACT) randomised trial",2021,5
1625,"Sunthararajah, Sailaa","Evaluating `Enhancing Pragmatic Language skills for Young children with
   Social communication impairments' (E-PLAYS): a feasibility
   cluster-randomised controlled trial",2021,5
1692,"Jones, Brian D.","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
1704,"March, Michelle L.","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
1728,"Shimoyama, Haruhiko","Designing behavioral self-regulation application for preventive personal
   mental healthcare",2017,5
1869,"Burkart, S.","Early-stage studies to larger-scale trials: investigators' perspectives
   on scaling-up childhood obesity interventions",2022,5
1874,"Reid, Allecia","Translation of Findings From Laboratory Studies of Food and Alcohol
   Intake into Behavior Change Interventions: The Experimental Medicine
   Approach",2021,5
1882,"Gablonski, Thorsten-Christian","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
1883,"Turner, Sophia","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
1887,"Granholm, Eric L.","Skills-based intervention to enhance collaborative decision-making:
   systematic adaptation and open trial protocol for veterans with
   psychosis",2021,5
1895,"Welch, Charlie","Evaluating `Enhancing Pragmatic Language skills for Young children with
   Social communication impairments' (E-PLAYS): a feasibility
   cluster-randomised controlled trial",2021,5
1954,"Reiss, Aimee","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
1963,"Ong, Jason C.","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
2101,"Robinson, Eric","Translation of Findings From Laboratory Studies of Food and Alcohol
   Intake into Behavior Change Interventions: The Experimental Medicine
   Approach",2021,5
2103,"Easton, Caroline","Using the Behaviour Change Wheel to design an intervention for partner
   abusive men in drug and alcohol treatment",2021,5
2108,"Schroeder-Pfeifer, Paul","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
2109,"Echeverri, Lina","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
2120,"Bell, Kerry","Evaluating `Enhancing Pragmatic Language skills for Young children with
   Social communication impairments' (E-PLAYS): a feasibility
   cluster-randomised controlled trial",2021,5
2170,"Wolf, Steven L.","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
2177,"Fitzpatrick, Stephanie L.","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
2282,"Gilchrist, Gail","Using the Behaviour Change Wheel to design an intervention for partner
   abusive men in drug and alcohol treatment",2021,5
2287,"Volkert, Jana","Mentalization-based treatment for adolescents with conduct disorder
   (MBT-CD): protocol of a feasibility and pilot study",2021,5
2288,"Alami,   Nael H.","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
2290,"Light, Gregory A.","Skills-based intervention to enhance collaborative decision-making:
   systematic adaptation and open trial protocol for veterans with
   psychosis",2021,5
2337,"Dunbar, Sandra","A web-based carepartner-integrated rehabilitation program for persons
   with stroke: study protocol for a pilot randomized controlled trial",2019,5
2344,"Normand, Patricia","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
2418,"Pfledderer, C. D.","Early-stage studies to larger-scale trials: investigators' perspectives
   on scaling-up childhood obesity interventions",2022,5
2428,"Kababian-Khasholian, Tamar","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
2465,"Fairhurst, Caroline","Evaluating `enhancing pragmatic language skills for young children with
   social communication impairments' (E-PLAYS): protocol for a feasibility
   randomised controlled trial study",2019,5
2474,"Dawar, Rebecca","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
2546,"Salameh, Pascale","The first life skills intervention to enhance well-being amongst
   university students in the Arab world: `Khotwa' pilot study",2021,5
2571,"Rodgers, Sara","Evaluating `enhancing pragmatic language skills for young children with
   social communication impairments' (E-PLAYS): protocol for a feasibility
   randomised controlled trial study",2019,5
2579,"Kazlauskaite, Rasa","Development of a Lifestyle Intervention for the Metabolic Syndrome:
   Discovery Through Proof-of-Concept",2018,5
53,"Kohrt, Brandon A.","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
60,"Kitsaras, George","Bedtime Routines Intervention for Children (BRIC) project: results from
   a non-randomised feasibility, proof-of concept study",2022,4
94,"Tinago, Chiwoneso B.","Development and assessment of feasibility of a community-based peer
   support intervention to mitigate social isolation and stigma of
   adolescent motherhood in Harare, Zimbabwe",2021,4
99,"Satyanarayana, Veena A.","A behaviour change intervention to reduce home exposure to second hand
   smoke during pregnancy in India and Bangladesh: a theory and
   evidence-based approach to development",2021,4
100,"Pellet, Joanie","Implementation and preliminary testing of a theory-guided nursing
   discharge teaching intervention for adult inpatients aged 50 and over
   with multimorbidity: a pragmatic feasibility study protocol",2021,4
104,"Lambert, Jeffrey D.","A Novel Method for Assessing Design Fidelity in Web-Based Behavioral
   Interventions",2021,4
124,"Davidson, Karina W.","Using Early Phase Studies to Advance Intervention Research: The Science
   of Behavior Change INTRODUCTION",2020,4
145,"Davis, Molly","Implementing nudges for suicide prevention in real-world environments:
   project INSPIRE study protocol",2020,4
147,"Gillespie, David C.","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
157,"Otto, Lana K. M.","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
161,"Pitt, Katherine","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
164,"Simpson, Sharon Anne","An app-, web- and social support-based weight loss intervention for
   adults with obesity: the `HelpMeDoIt!' feasibility randomised controlled
   trial",2020,4
180,"Instone, Rachel","Exploring the application of the Prototype Willingness Model to weight
   loss dieting behaviour among UK adults",2019,4
183,"Hulbert-Williams, Nicholas J.","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
309,"van Beljouw, Ilse M. J.","Implementing an outreaching, preference-led stepped care intervention
   programme to reduce late life depressive symptoms: results of a
   mixed-methods study",2014,4
467,"Turner, Elizabeth L.","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
474,"Pretty, Iain A.","Bedtime Routines Intervention for Children (BRIC) project: results from
   a non-randomised feasibility, proof-of concept study",2022,4
508,"Frongillo, Edward A.","Development and assessment of feasibility of a community-based peer
   support intervention to mitigate social isolation and stigma of
   adolescent motherhood in Harare, Zimbabwe",2021,4
514,"Weiss, Marianne","Implementation and preliminary testing of a theory-guided nursing
   discharge teaching intervention for adult inpatients aged 50 and over
   with multimorbidity: a pragmatic feasibility study protocol",2021,4
518,"Elliott, Lewis R.","A Novel Method for Assessing Design Fidelity in Web-Based Behavioral
   Interventions",2021,4
537,"Mogavero, Jazmin N.","Using Early Phase Studies to Advance Intervention Research: The Science
   of Behavior Change INTRODUCTION",2020,4
560,"Barber, Mark","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
562,"Absetz, Pilvikki","Changing activity behaviours in vocational school students: the stepwise
   development and optimised content of the `let's move it' intervention",2020,4
564,"Allan, Julia","Bedtime Routines Intervention for Children (BRIC) using an automated
   text messaging system for behaviour change: study protocol for an early
   phase study",2020,4
570,"Hofstra, Jacomijn","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
574,"Feder, Gene S.","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
577,"Matthews, Lynsay","An app-, web- and social support-based weight loss intervention for
   adults with obesity: the `HelpMeDoIt!' feasibility randomised controlled
   trial",2020,4
593,"Davies, Emma L.","Exploring the application of the Prototype Willingness Model to weight
   loss dieting behaviour among UK adults",2019,4
596,"Norwood, Sabrina","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
699,"King, Heather A.","Mechanisms of patient health behavior change in a randomized controlled
   trial of a spouse-assisted intervention",2015,4
873,"Gurung, Dristy","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
912,"Warren, Andrea M.","Development and assessment of feasibility of a community-based peer
   support intervention to mitigate social isolation and stigma of
   adolescent motherhood in Harare, Zimbabwe",2021,4
918,"Zuniga, Franziska","Implementation and preliminary testing of a theory-guided nursing
   discharge teaching intervention for adult inpatients aged 50 and over
   with multimorbidity: a pragmatic feasibility study protocol",2021,4
922,"Taylor, Adrian H.","A Novel Method for Assessing Design Fidelity in Web-Based Behavioral
   Interventions",2021,4
941,"Rothman, Alexander J.","Using Early Phase Studies to Advance Intervention Research: The Science
   of Behavior Change INTRODUCTION",2020,4
961,"Jager-Hyman, Shari","Implementing nudges for suicide prevention in real-world environments:
   project INSPIRE study protocol",2020,4
963,"Brady, Marian C.","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
973,"Mullen, Michelle G.","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
977,"Gregory, Alison","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
979,"Pugmire, Juliana","An app-, web- and social support-based weight loss intervention for
   adults with obesity: the `HelpMeDoIt!' feasibility randomised controlled
   trial",2020,4
997,"Gillanders, David","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
1115,"Heerings,   Marjolijn","Implementing an outreaching, preference-led stepped care intervention
   programme to reduce late life depressive symptoms: results of a
   mixed-methods study",2014,4
1247,"Wang,   Xueqi","Implementation strategy in collaboration with people with lived
   experience of mental illness to reduce stigma among primary care
   providers in Nepal (RESHAPE): protocol for a type 3 hybrid
   implementation effectiveness cluster randomized controlled trial",2022,4
1284,"Chitiyo, Vivian","Development and assessment of feasibility of a community-based peer
   support intervention to mitigate social isolation and stigma of
   adolescent motherhood in Harare, Zimbabwe",2021,4
1287,"Chandra, Prabha S.","A behaviour change intervention to reduce home exposure to second hand
   smoke during pregnancy in India and Bangladesh: a theory and
   evidence-based approach to development",2021,4
1288,"Mabire,   Cedric","Implementation and preliminary testing of a theory-guided nursing
   discharge teaching intervention for adult inpatients aged 50 and over
   with multimorbidity: a pragmatic feasibility study protocol",2021,4
1292,"Farrand, Paul","A Novel Method for Assessing Design Fidelity in Web-Based Behavioral
   Interventions",2021,4
1328,"Carson,   Alan","Study protocol for POSITIF, a randomised multicentre feasibility trial
   of a brief cognitive-behavioural intervention plus information versus
   information alone for the treatment of post-stroke fatigue",2020,4
1336,"Malenczak, Derek","A cognitive remediation training for young adults with psychotic
   disorders to support their participation in education - study protocol
   for a pilot randomized controlled trial",2020,4
1340,"Hawcroft,   Claire","The coMforT study of a trauma-informed mindfulness intervention for
   women who have experienced domestic violence and abuse: a protocol for
   an intervention refinement and individually randomized parallel
   feasibility trial",2020,4
1342,"McConnachie, Alex","An app-, web- and social support-based weight loss intervention for
   adults with obesity: the `HelpMeDoIt!' feasibility randomised controlled
   trial",2020,4
1359,"Finucane, Anne","Brief Engagement and Acceptance Coaching for Community and Hospice
   Settings (the BEACHeS Study): Protocol for the development and pilot
   testing of an evidence-based psychological intervention to enhance
   wellbeing and aid transition into palliative care",2019,4
